age,gender,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount
37,Female,Single,Bachelor's,19095.15,1591.26,Employed,0.187,711,22045.09
27,Female,Divorced,High School,18890.98,1574.25,Employed,0.054,751,13116.89
33,Female,Married,Bachelor's,112378.21,9364.85,Employed,0.254,810,26176.15
25,Female,Single,High School,29415.05,2451.25,Employed,0.392,583,28050.64
46,Male,Single,Master's,26404.88,2200.41,Unemployed,0.074,721,3293.7
69,Male,Married,High School,26659.66,2221.64,Employed,0.079,752,964.91
23,Female,Widowed,Bachelor's,13619.5,1134.96,Employed,0.257,757,13879.07
27,Female,Single,High School,92564.39,7713.7,Employed,0.058,600,21428.42
69,Male,Divorced,Bachelor's,86345.02,7195.42,Student,0.064,767,16459.97
59,Female,Single,High School,12857.36,1071.45,Employed,0.191,690,26549.8
73,Male,Divorced,Other,29589.14,2465.76,Employed,0.098,665,27793.05
21,Male,Married,Bachelor's,14185.75,1182.15,Employed,0.162,700,6424.51
69,Female,Single,High School,58972.68,4914.39,Employed,0.113,661,10551.15
37,Female,Single,Bachelor's,52052.78,4337.73,Employed,0.053,661,8757.03
63,Male,Married,High School,19999.32,1666.61,Employed,0.065,648,9844.75
45,Female,Married,Bachelor's,27855.99,2321.33,Employed,0.019,687,13811.26
23,Female,Divorced,High School,81841.86,6820.16,Employed,0.144,729,11037.56
35,Female,Married,Bachelor's,33413.2,2784.43,Employed,0.17,659,14131.94
49,Male,Married,Bachelor's,25013,2084.42,Self-employed,0.023,596,2915.83
73,Female,Divorced,Master's,64999.16,5416.6,Unemployed,0.149,614,33399.06
63,Male,Married,Bachelor's,38088.24,3174.02,Self-employed,0.057,741,11163.16
52,Male,Married,Master's,78632.1,6552.68,Employed,0.1,585,16197.16
46,Female,Married,Other,64568.1,5380.68,Self-employed,0.156,623,27625.52
36,Female,Divorced,Other,53735.45,4477.95,Employed,0.117,660,8559.87
45,Male,Single,High School,21397.48,1783.12,Self-employed,0.175,698,33217.3
74,Female,Married,Master's,80859.95,6738.33,Employed,0.138,604,18959.16
48,Female,Married,Bachelor's,36481.44,3040.12,Employed,0.171,753,21343.14
29,Female,Married,Bachelor's,38071.61,3172.63,Self-employed,0.226,808,23170.66
21,Female,Married,Master's,14746.9,1228.91,Employed,0.035,727,17828.57
49,Male,Married,High School,24185.57,2015.46,Employed,0.128,751,11907.82
42,Female,Single,Bachelor's,20918.17,1743.18,Self-employed,0.201,655,22616.18
36,Male,Married,Bachelor's,49363.59,4113.63,Employed,0.033,592,13550.88
61,Female,Single,High School,62506.15,5208.85,Student,0.051,728,19218.22
71,Male,Single,Master's,30832.09,2569.34,Employed,0.059,712,500
64,Male,Married,Bachelor's,39603.95,3300.33,Student,0.322,666,18922.77
71,Female,Single,Bachelor's,34898.04,2908.17,Employed,0.434,692,26215.38
74,Male,Single,Other,104810.48,8734.21,Employed,0.065,684,28446.73
61,Male,Married,Master's,9005.34,750.44,Employed,0.119,683,13253.31
27,Female,Single,PhD,18919.66,1576.64,Employed,0.079,714,12511.93
34,Female,Single,High School,30488.05,2540.67,Employed,0.229,561,4349.44
49,Female,Married,Bachelor's,43948.63,3662.39,Student,0.489,656,10976.72
39,Male,Married,Bachelor's,26972.61,2247.72,Employed,0.193,679,2975.72
39,Male,Single,Bachelor's,13653.72,1137.81,Employed,0.317,636,25703.75
22,Male,Single,High School,54026.89,4502.24,Employed,0.341,768,28493.51
61,Female,Divorced,Bachelor's,100213.23,8351.1,Employed,0.314,640,2941.95
65,Female,Single,High School,14177.2,1181.43,Retired,0.073,605,13663.22
35,Male,Married,High School,46030.97,3835.91,Unemployed,0.205,688,22391.25
23,Male,Married,Bachelor's,71644.31,5970.36,Employed,0.204,633,8121.33
31,Male,Married,Bachelor's,47757.75,3979.81,Self-employed,0.213,703,9072.49
73,Male,Divorced,Other,68598.24,5716.52,Employed,0.249,600,8837.64
66,Male,Single,Bachelor's,29003.51,2416.96,Employed,0.18,657,14982.51
50,Female,Single,Bachelor's,21389.53,1782.46,Employed,0.042,758,18671.16
60,Male,Married,High School,79652.06,6637.67,Employed,0.181,703,7756.55
38,Female,Divorced,High School,45537.35,3794.78,Employed,0.186,780,21429.69
71,Female,Married,Bachelor's,40771.57,3397.63,Employed,0.096,774,11759.53
68,Male,Married,High School,41993.7,3499.48,Self-employed,0.214,651,9598.19
22,Female,Married,Master's,15167.48,1263.96,Student,0.038,650,6930
52,Female,Single,High School,24640,2053.33,Employed,0.059,694,9557.85
28,Male,Single,Bachelor's,40475.3,3372.94,Employed,0.184,751,13018.06
42,Female,Single,Master's,102465.25,8538.77,Unemployed,0.127,613,28133.27
26,Male,Single,Master's,19062.83,1588.57,Employed,0.068,729,500
32,Female,Married,Bachelor's,23529.97,1960.83,Unemployed,0.156,676,16607.7
67,Female,Married,High School,51607.24,4300.6,Employed,0.154,615,23679.39
60,Female,Married,Other,8572.33,714.36,Employed,0.271,706,21326.05
56,Female,Married,Master's,32221.19,2685.1,Employed,0.101,669,19092.93
35,Female,Single,Master's,17412.04,1451,Employed,0.216,719,16509.68
48,Female,Married,High School,132051.77,11004.31,Self-employed,0.213,708,30687.86
72,Female,Married,Bachelor's,58415.15,4867.93,Unemployed,0.171,585,20363.15
69,Male,Married,High School,20842.36,1736.86,Employed,0.296,568,27333.59
65,Female,Single,High School,38083.19,3173.6,Employed,0.109,462,15351.12
38,Male,Married,High School,20296.97,1691.41,Employed,0.235,815,27126.06
22,Male,Single,Bachelor's,19463.61,1621.97,Employed,0.198,720,19936.77
33,Female,Married,Other,16809.96,1400.83,Unemployed,0.547,708,26187.8
65,Male,Single,Bachelor's,23825.03,1985.42,Employed,0.169,583,14450.74
74,Male,Single,Bachelor's,45933.39,3827.78,Student,0.084,653,17023.86
35,Female,Single,PhD,74367.38,6197.28,Self-employed,0.338,588,13675.91
40,Male,Married,High School,19117.79,1593.15,Self-employed,0.25,682,12127.66
49,Male,Married,High School,20708.61,1725.72,Employed,0.093,669,12888.89
62,Female,Divorced,High School,140383.2,11698.6,Employed,0.21,642,6593.06
49,Female,Married,PhD,39344.1,3278.68,Employed,0.15,711,12422.41
23,Female,Single,Bachelor's,30306.62,2525.55,Student,0.031,686,32207.26
39,Female,Married,Bachelor's,22038.22,1836.52,Employed,0.176,669,24907.16
23,Female,Married,Master's,24453.56,2037.8,Employed,0.22,682,24151.25
74,Female,Single,High School,37370.57,3114.21,Employed,0.223,670,16345.26
34,Female,Married,High School,72337.22,6028.1,Employed,0.198,660,19201.48
60,Female,Single,Bachelor's,18565.05,1547.09,Employed,0.183,688,18015.93
75,Female,Single,Master's,31387.53,2615.63,Employed,0.303,679,21402.3
24,Male,Married,High School,106103.83,8841.99,Employed,0.442,532,8941.05
72,Male,Married,High School,14470.16,1205.85,Self-employed,0.214,649,500
31,Male,Married,Bachelor's,77566.32,6463.86,Employed,0.175,611,23297.5
51,Female,Single,High School,127907.25,10658.94,Self-employed,0.064,639,17920.66
63,Male,Married,Master's,37218.89,3101.57,Employed,0.337,692,6731.91
52,Female,Married,Bachelor's,79981.01,6665.08,Employed,0.212,703,13353.02
47,Female,Married,Bachelor's,11501.93,958.49,Employed,0.039,559,29190.24
50,Female,Married,Master's,30923.81,2576.98,Employed,0.074,612,25632.75
63,Male,Married,Master's,69382.48,5781.87,Employed,0.199,776,30300.29
22,Female,Single,High School,15284.17,1273.68,Employed,0.271,697,17515.57
69,Male,Married,Bachelor's,79586.41,6632.2,Unemployed,0.512,706,500
29,Female,Married,Bachelor's,165097.16,13758.1,Retired,0.107,661,24400.13
48,Female,Single,Master's,23459.44,1954.95,Self-employed,0.176,748,19322.05
51,Male,Married,Master's,56699.22,4724.94,Self-employed,0.101,709,15590.18
54,Female,Married,Bachelor's,64731.53,5394.29,Employed,0.011,809,17578.24
35,Male,Married,Master's,95126.36,7927.2,Employed,0.147,666,26911.5
68,Other,Single,Bachelor's,18297.7,1524.81,Retired,0.184,764,19698.38
45,Male,Single,Master's,24535.44,2044.62,Employed,0.228,614,3108.22
56,Male,Single,High School,53507.13,4458.93,Unemployed,0.327,699,4578.15
28,Male,Married,High School,38352.74,3196.06,Employed,0.065,671,10359.89
29,Male,Single,Master's,108367.33,9030.61,Employed,0.457,680,7487.32
57,Female,Single,High School,30229.25,2519.1,Employed,0.2,557,19823.23
68,Female,Widowed,Bachelor's,28147.6,2345.63,Employed,0.076,624,26110.12
65,Female,Single,Master's,45327.87,3777.32,Employed,0.159,757,13643.07
59,Male,Married,Bachelor's,44703.84,3725.32,Employed,0.154,651,18865.81
52,Male,Divorced,Master's,33779.34,2814.94,Employed,0.082,671,16986.08
72,Female,Married,Bachelor's,20893.19,1741.1,Retired,0.217,582,6981.42
37,Male,Married,PhD,39545.66,3295.47,Employed,0.148,657,10849.75
55,Female,Widowed,Bachelor's,47960.32,3996.69,Unemployed,0.257,803,7180.24
57,Female,Married,Bachelor's,21804.77,1817.06,Employed,0.104,738,20632.68
39,Male,Married,Bachelor's,18362.34,1530.2,Employed,0.33,675,500
64,Female,Single,PhD,45360.83,3780.07,Employed,0.058,754,17823.97
49,Female,Married,High School,232517.26,19376.44,Employed,0.212,639,7639.67
27,Female,Married,Bachelor's,77611.98,6467.66,Employed,0.154,593,20666.3
48,Male,Married,High School,32487.09,2707.26,Employed,0.216,649,22444.44
29,Male,Married,High School,32113.11,2676.09,Employed,0.095,792,31292.33
48,Male,Married,Other,40308.84,3359.07,Retired,0.204,654,14875.32
26,Male,Married,High School,25672.26,2139.36,Employed,0.095,664,810.25
49,Male,Single,Bachelor's,46557.68,3879.81,Employed,0.271,765,6886.27
37,Female,Single,Bachelor's,15119.99,1260,Employed,0.154,681,18615.47
36,Female,Married,Master's,27815.49,2317.96,Self-employed,0.331,654,13597.22
43,Female,Single,Master's,82772.58,6897.72,Employed,0.081,555,11185.18
51,Male,Single,High School,56234.93,4686.24,Unemployed,0.215,696,24243.88
23,Female,Married,Bachelor's,55442.46,4620.2,Retired,0.145,763,5901.22
41,Male,Single,High School,72007.89,6000.66,Employed,0.097,671,15995.83
46,Female,Divorced,Bachelor's,29996.75,2499.73,Employed,0.2,732,10892.18
56,Female,Single,Master's,15837.95,1319.83,Employed,0.01,682,18487.84
62,Female,Divorced,High School,41369.49,3447.46,Unemployed,0.171,758,27085.67
57,Other,Married,Master's,48408.31,4034.03,Employed,0.284,596,12283.73
73,Female,Single,High School,103611.35,8634.28,Employed,0.274,717,6983.65
42,Male,Married,High School,24088.7,2007.39,Self-employed,0.185,642,27316.54
62,Male,Married,High School,31333.57,2611.13,Self-employed,0.024,672,1839.07
32,Male,Single,High School,74179.9,6181.66,Employed,0.125,640,10634.17
62,Male,Married,Bachelor's,62430.17,5202.51,Student,0.095,764,22560.03
33,Female,Widowed,High School,15159.95,1263.33,Employed,0.264,648,11227.61
31,Male,Single,Other,73334.9,6111.24,Employed,0.352,640,23319.09
74,Female,Married,Other,104000.13,8666.68,Employed,0.151,812,21198.02
36,Male,Single,Bachelor's,26933.2,2244.43,Unemployed,0.542,607,11159.99
28,Male,Single,Bachelor's,73172.93,6097.74,Employed,0.327,675,500
60,Female,Single,Other,54732.04,4561,Employed,0.096,695,11851.15
60,Male,Single,Master's,22012.66,1834.39,Employed,0.167,765,17956.66
65,Female,Single,High School,16836.47,1403.04,Employed,0.075,674,9492.46
22,Female,Single,Master's,46779.9,3898.32,Self-employed,0.333,603,14857.29
50,Male,Single,High School,71297.6,5941.47,Self-employed,0.398,709,32490.6
50,Female,Married,Bachelor's,29649.17,2470.76,Unemployed,0.184,618,18305.12
32,Male,Married,Bachelor's,18056.1,1504.68,Self-employed,0.321,576,19479.79
30,Female,Married,Master's,9979.62,831.64,Employed,0.092,606,1942.71
64,Female,Single,High School,39505.53,3292.13,Employed,0.133,754,18351.94
31,Male,Divorced,High School,23309.66,1942.47,Employed,0.21,738,15798.75
35,Female,Single,Master's,22219.44,1851.62,Employed,0.18,799,12353.58
36,Male,Single,Master's,101509.1,8459.09,Employed,0.177,560,18162.87
37,Female,Married,Bachelor's,57849.85,4820.82,Employed,0.178,636,29445.77
46,Female,Married,Bachelor's,55113.1,4592.76,Employed,0.259,720,500
22,Female,Single,Master's,35266.85,2938.9,Employed,0.052,689,24477.45
70,Female,Single,Bachelor's,50191.95,4182.66,Employed,0.409,622,15322.61
32,Male,Married,High School,43862.11,3655.18,Self-employed,0.201,609,5352.78
71,Other,Married,Bachelor's,29615.14,2467.93,Self-employed,0.293,720,20660.91
46,Male,Single,Other,35945.82,2995.48,Employed,0.167,643,9487.19
43,Female,Divorced,Master's,76077.46,6339.79,Employed,0.082,742,7392.57
38,Male,Single,Bachelor's,44978.28,3748.19,Student,0.223,627,8402.26
52,Other,Married,High School,154021.77,12835.15,Employed,0.121,664,12278.57
69,Female,Single,PhD,79017.16,6584.76,Employed,0.32,676,1900.48
58,Female,Single,Bachelor's,34985.4,2915.45,Employed,0.123,644,2301.62
67,Male,Single,Bachelor's,41456.57,3454.71,Employed,0.33,650,500
23,Female,Married,High School,36839.45,3069.95,Employed,0.219,618,12337.73
58,Female,Single,Master's,85151.28,7095.94,Employed,0.272,610,9277.99
23,Female,Married,Bachelor's,18125.03,1510.42,Employed,0.154,678,4195.95
50,Male,Divorced,Bachelor's,33821.25,2818.44,Employed,0.087,691,13986.43
21,Female,Married,Bachelor's,55818.89,4651.57,Employed,0.18,613,21566.92
50,Male,Single,Bachelor's,50527.75,4210.65,Employed,0.113,674,500
65,Male,Single,Bachelor's,89720.91,7476.74,Employed,0.099,731,24599.2
52,Male,Married,Bachelor's,28645.9,2387.16,Self-employed,0.38,605,16175.17
48,Male,Single,High School,14299.5,1191.62,Employed,0.262,683,17527.07
41,Male,Widowed,Bachelor's,49605.06,4133.76,Self-employed,0.093,720,24716.29
66,Male,Widowed,High School,41427.68,3452.31,Employed,0.065,693,21242.08
33,Male,Single,Bachelor's,48223.63,4018.64,Retired,0.154,641,7843.74
47,Female,Single,Bachelor's,29131.47,2427.62,Employed,0.167,627,8407.87
56,Female,Divorced,Bachelor's,53189,4432.42,Employed,0.213,622,20350.98
27,Male,Married,Master's,31723.26,2643.6,Student,0.262,850,14770.57
42,Female,Married,Master's,55046.69,4587.22,Employed,0.146,670,6385.61
30,Female,Single,High School,33658.53,2804.88,Self-employed,0.052,671,15966.41
59,Female,Single,Bachelor's,94558.79,7879.9,Employed,0.207,604,16854.02
73,Male,Divorced,High School,12629.26,1052.44,Employed,0.025,796,22494.11
35,Male,Single,Bachelor's,12590.65,1049.22,Self-employed,0.063,633,12521.28
35,Female,Married,Bachelor's,54148.21,4512.35,Unemployed,0.218,624,8639.02
24,Male,Single,High School,15076.62,1256.38,Student,0.293,710,13313.24
52,Male,Divorced,Bachelor's,40274.68,3356.22,Student,0.079,577,10539.19
43,Male,Married,PhD,27245.82,2270.48,Employed,0.079,624,20900.05
75,Male,Single,Master's,81616.9,6801.41,Employed,0.046,725,10115.21
26,Other,Single,Master's,37626.1,3135.51,Employed,0.161,708,32949.61
44,Male,Married,Master's,26659.23,2221.6,Employed,0.107,658,11843.07
40,Female,Single,Bachelor's,99844.18,8320.35,Employed,0.209,640,9182.66
57,Other,Married,Master's,53494.22,4457.85,Employed,0.158,651,12573.74
40,Female,Single,High School,18570.8,1547.57,Employed,0.337,636,36523.42
32,Male,Single,High School,11503.49,958.62,Self-employed,0.158,492,19671.01
53,Male,Married,Bachelor's,80435.18,6702.93,Retired,0.138,722,21378.79
48,Female,Married,High School,44405.19,3700.43,Self-employed,0.132,665,12011.11
28,Male,Married,Bachelor's,61006.67,5083.89,Employed,0.193,762,4521.69
21,Female,Married,High School,73519.29,6126.61,Employed,0.15,712,4640.58
57,Male,Married,Other,52090.87,4340.91,Unemployed,0.409,731,10764.14
42,Female,Married,Master's,43698.32,3641.53,Self-employed,0.265,649,20622.04
26,Female,Single,Other,33983.03,2831.92,Employed,0.11,765,4741.84
41,Female,Single,Master's,47115.48,3926.29,Employed,0.052,571,8398.48
52,Female,Single,Other,29875.36,2489.61,Employed,0.138,755,10736.41
55,Male,Married,Bachelor's,81032.55,6752.71,Self-employed,0.105,764,34277.33
35,Male,Married,Bachelor's,55502.74,4625.23,Unemployed,0.127,570,24372.46
25,Male,Single,High School,88529.63,7377.47,Self-employed,0.085,683,7474.45
66,Male,Married,Bachelor's,44435.63,3702.97,Self-employed,0.176,631,11823
70,Female,Single,Master's,38191.95,3182.66,Self-employed,0.085,607,9865.25
68,Male,Married,Bachelor's,34537.85,2878.15,Employed,0.105,739,19442.42
26,Male,Single,High School,101396.87,8449.74,Self-employed,0.11,676,25365.01
45,Other,Married,Bachelor's,17889.97,1490.83,Employed,0.123,652,7651.26
66,Male,Married,High School,12017.24,1001.44,Student,0.424,691,5481.46
60,Female,Married,Master's,32388.17,2699.01,Self-employed,0.274,609,9672.84
49,Male,Married,Bachelor's,34149.63,2845.8,Employed,0.22,687,25910.89
27,Male,Married,PhD,70696.98,5891.42,Retired,0.208,660,18391.89
60,Female,Married,Other,83855.59,6987.97,Employed,0.071,780,8172.59
33,Female,Single,High School,33783.39,2815.28,Employed,0.307,717,25781.98
58,Male,Single,Other,28428.26,2369.02,Employed,0.295,635,12412.04
38,Male,Divorced,Other,8621.31,718.44,Employed,0.308,575,14029.85
22,Male,Divorced,Bachelor's,150666.49,12555.54,Employed,0.026,672,47306.53
28,Male,Married,Master's,53082.91,4423.58,Employed,0.081,650,30269.32
31,Male,Single,High School,81044.99,6753.75,Employed,0.169,706,17130.1
53,Female,Married,Other,70689.56,5890.8,Employed,0.078,659,18695.58
74,Male,Single,Bachelor's,12442.29,1036.86,Employed,0.397,624,15178.08
58,Male,Single,PhD,27098.5,2258.21,Employed,0.076,712,16947.02
68,Female,Married,Bachelor's,36407.45,3033.95,Employed,0.146,652,500
47,Male,Single,Master's,32953.1,2746.09,Retired,0.356,748,11413.38
40,Male,Single,Bachelor's,60404.47,5033.71,Self-employed,0.213,677,18896.59
32,Other,Married,Bachelor's,16260.21,1355.02,Employed,0.152,726,9101.66
63,Male,Single,Other,28295.93,2357.99,Student,0.131,706,6499.62
51,Female,Divorced,Bachelor's,36365.49,3030.46,Employed,0.359,700,23205.13
47,Male,Divorced,Master's,20679.63,1723.3,Self-employed,0.031,573,500
52,Male,Married,Bachelor's,64280.77,5356.73,Employed,0.071,602,15091.27
30,Male,Widowed,PhD,43284.09,3607.01,Self-employed,0.212,681,4246.75
23,Male,Married,Master's,75437.39,6286.45,Self-employed,0.019,706,26572.55
65,Male,Married,High School,123021.27,10251.77,Employed,0.095,647,11903.61
47,Male,Married,Master's,32689.56,2724.13,Retired,0.252,626,7035.65
55,Female,Married,High School,60565.23,5047.1,Self-employed,0.395,665,18931.3
51,Female,Single,Master's,11633.02,969.42,Employed,0.252,788,26490.8
35,Male,Married,Bachelor's,15102.71,1258.56,Employed,0.424,678,6933.8
36,Female,Married,Bachelor's,44048.17,3670.68,Self-employed,0.103,615,2109.2
33,Female,Married,Master's,30139.12,2511.59,Self-employed,0.137,656,11565.87
69,Female,Married,Bachelor's,95601.39,7966.78,Employed,0.062,795,19219.58
55,Male,Married,Bachelor's,52717.67,4393.14,Retired,0.214,644,10281.41
72,Female,Married,PhD,15388.56,1282.38,Self-employed,0.113,738,26235.55
31,Male,Married,Bachelor's,43683.64,3640.3,Student,0.076,666,16579.9
41,Male,Single,Bachelor's,27697.41,2308.12,Employed,0.055,732,11743.18
71,Female,Married,High School,81044.12,6753.68,Employed,0.1,674,11177.29
74,Female,Single,Bachelor's,32119.29,2676.61,Retired,0.137,570,21518.75
31,Female,Widowed,High School,29923.22,2493.6,Unemployed,0.246,775,8177.08
50,Female,Married,Bachelor's,19999.47,1666.62,Employed,0.207,682,2869.72
68,Male,Married,Bachelor's,18242.21,1520.18,Employed,0.029,697,10920.63
73,Female,Divorced,Master's,22629.19,1885.77,Employed,0.193,727,17121.96
